,UKPRN,normalised_name,common_name,STREET_NAME,TOWN,POSTCODE,WEBSITE_URL,longitude,latitude,top_level_web_domain,region
151,10007785.0,UNIVERSITY OF BRADFORD,University of Bradford,RICHMOND ROAD,BRADFORD,BD7 1DP,http://www.bradford.ac.uk/,-1.7621330000000002,53.791716,bradford.ac.uk,Yorkshire and The Humber
152,10004078.0,LONDON SOUTH BANK UNIVERSITY,London South Bank University,BOROUGH ROAD,LONDON,SE1 0AA,http://www.lsbu.ac.uk/,-0.10163,51.49841,lsbu.ac.uk,London
153,10014001.0,UNIVERSITY CAMPUS SUFFOLK LTD,University Campus Suffolk Ltd,NEPTUNE QUAY,IPSWICH,IP4 1QJ,http://www.ucs.ac.uk/,1.162554,52.052585,ucs.ac.uk,Eastern
154,10007800.0,UNIVERSITY OF THE WEST OF SCOTLAND,University of the West of Scotland,HIGH STREET,PAISLEY,PA1 2BE,http://www.uws.ac.uk/,-4.428479,55.84366899999999,uws.ac.uk,Scotland
155,10003957.0,LIVERPOOL JOHN MOORES UNIVERSITY,Liverpool John Moores University,MOUNT PLEASANT,LIVERPOOL,L3 5UX,http://www.ljmu.ac.uk/,-2.973176,53.403702,ljmu.ac.uk,North West
156,10007850.0,UNIVERSITY OF BATH (THE),University of Bath (The),,BATH,BA2 7AY,http://www.bath.ac.uk/,-2.3306709999999997,51.380438,bath.ac.uk,South West
157,10000385.0,"ARTS UNIVERSITY BOURNEMOUTH, THE",The Arts University College at Bournemouth,FERN BARROW,POOLE,BH12 5HH,http://www.aub.ac.uk/,-1.8977,50.741781,aub.ac.uk,South West
158,10006566.0,UNIVERSITY OF WEST LONDON,The University of West London,ST. MARYS ROAD,LONDON,W5 5RF,http://www.uwl.ac.uk/,-0.30339,51.506609999999995,uwl.ac.uk,London
159,10004930.0,OXFORD BROOKES UNIVERSITY,Oxford Brookes University,GIPSY LANE,OXFORD,OX3 0BP,http://www.brookes.ac.uk/,-1.2231809999999999,51.754386,brookes.ac.uk,South East
160,10007780.0,SCHOOL OF ORIENTAL AND AFRICAN STUDIES,School of Oriental and African Studies,THORNHAUGH STREET,LONDON,WC1H 0XG,http://www.soas.ac.uk/,-0.129233,51.522352000000005,soas.ac.uk,London
161,10007837.0,ROYAL NORTHERN COLLEGE OF MUSIC,Royal Northern College of Music,OXFORD ROAD,MANCHESTER,M13 9RD,http://www.rncm.ac.uk/,-2.236946,53.468582999999995,rncm.ac.uk,North West
162,10007141.0,UNIVERSITY OF CENTRAL LANCASHIRE,University of Central Lancashire,,PRESTON,PR1 2HE,http://www.uclan.ac.uk/,-2.7073810000000003,53.761354000000004,uclan.ac.uk,North West
163,10003270.0,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",EXHIBITION ROAD,LONDON,SW7 2AZ,http://www.imperial.ac.uk/,-0.17819400000000002,51.500506,imperial.ac.uk,London
164,10008574.0,UNIVERSITY OF WALES PRIFYSGOL CYMRU,University of Wales Prifysgol Cymru,KING EDWARD VII AVENUE,CARDIFF,CF10 3NS,http://www.wales.ac.uk/,-3.1810389999999997,51.485538,wales.ac.uk,Wales
165,10007139.0,"UNIVERSITY OF WORCESTER, THE",University of Worcester,HENWICK GROVE,WORCESTER,WR2 6AJ,http://www.worc.ac.uk/,-2.2430380000000003,52.197568,worc.ac.uk,West Midlands
166,,Wellcome Trust Sanger Institute,Wellcome Trust Sanger Institute,,,,,0.1855874,52.0797171,sanger.ac.uk,Eastern
167,,Earlham Institute,Earlham Institute,,,,,1.2189869,52.621740700000004,earlham.ac.uk,Eastern
168,,Science and Technology Facilities Council,STFC,,,,,-2.636473,53.348725,stfc.ac.uk,South East
169,,The Genome Analysis Centre,TGAC,,,,,1.2189869,52.621740700000004,tgac.ac.uk,Eastern
170,,ELIXIR UK,ELIXIR UK,,,,,1.2189869,52.621740700000004,elixir-uk.org,Eastern
171,,Arriva,Arriva Group,,,,,-1.4335148000000002,54.8635309,arriva.co.uk,London
172,,Delcam,Delcam Ltd,,,,,-1.8450111,52.462451,delcam.com,East Midlands
173,,Met Office,Met Office,,,,,-3.4723379999999997,50.727421,metoffice.gov.uk,South West
174,,Thales,Thales,,,,,-2.1851898,53.3911872,thalesgroup.com,South East
175,,The John Innes Centre,The John Innes Centre,,,,,1.221381,52.622271,jic.ac.uk,Eastern
176,,Climate Code Foundation,Climate Code Foundation,,,,,-1.5290013999999998,53.314384200000006,clearclimatecode.org,Yorkshire and The Humber
177,,Kew Royal Botanic Gardens,Kew Royal Botanic Gardens,,,,,-0.295573,51.4787438,kew.org,London
178,,James Hutton Institute,James Hutton Institute,,,,,-2.158366,57.133131000000006,hutton.ac.uk,Scotland
179,,Owen Stephens Consulting,Owen Stephens Consulting,,,,,-1.5200789,52.285190500000006,ostephens.com,West Midlands
180,,Public Health England,Public Health England,,,,,-0.1087108,51.5015303,gov.uk,London
181,,IBM,IBM,,,,,-0.1124157,51.507158600000004,ibm.com,South East
182,,Media Molecule,Media Molecule,,,,,-0.5756399,51.2355975,mediamolecule.com,South East
183,,BBC,BBC,,,,,-0.226846,51.510025,bbc.co.uk,London
184,,"Culham Centre for Fusion Energy, UK Atomic Energy Authority","Culham Centre for Fusion Energy, UK Atomic Energy Authority",,,,,-1.2305024,51.6588505,ukaea.uk,South East
185,,Digital Greenwich,Digital Greenwich,,,,,0.0068665,51.500736100000005,digitalgreenwich.com,London
186,,National Oceanography Centre,National Oceanography Centre,,,,,-1.3945246999999998,50.892805100000004,noc.ac.uk,South East
187,,Natural History Museum,Natural History Museum,,,,,-0.1763672,51.496715,nhm.ac.uk,London
188,,SAP,SAP,,,,,-0.4450222,51.449025,sap.com,London
189,,The Francis Crick Institute,The Francis Crick Institute,,,,,-0.1287561,51.5315844,crick.ac.uk,London
190,,The Sir Alister Hardy Foundation for Ocean Science (SAHFOS),The Sir Alister Hardy Foundation for Ocean Science (SAHFOS),,,,,-4.138946,50.364335,marine.gov.scot,South West
191,,Microsoft,Microsoft,,,,,-2.2389650000000003,53.479046999999994,microsoft.com,London
192,,British Library,British Library,,,,,-0.136804,51.584516,bl.uk,London
193,,The Alan Turing Institute,The Alan Turing Institute,,,,,-0.127673,51.530126,turing.ac.uk,London
194,,The Sainsbury Laboratory,The Sainsbury Laboratory,,,,,1.222558,52.62461999999999,tsl.ac.uk,Eastern
195,,The Software Sustainability Institute,The Software Sustainability Institute,,,,,-3.1871658610000004,55.94596217,software.ac.uk,Scotland
196,,Archives and Records Association (UK & Ireland),Archives and Records Association (UK & Ireland),,,,,0.2799,51.4816,archives.org.uk,South West
197,,Greenwich Digital Enterprise,"Greenwich Digital Enterprise, London",,,,,0.00663,51.500659999999996,greenwich.gov.uk,London
