institution,normalised_institution,latitude,longitude,country,country_code,region,taught_workshops,taught_workshop_dates,taught_workshops_per_year,domains,badges,badges_dates,swc-instructor,dc-instructor,lc-instructor,trainer,earliest_badge_awarded,year_earliest_badge_awarded,airport,airport_code,airport_latitude,airport_longitude
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,,,,['Computer science/electrical engineering'],['swc-instructor'],['2020-01-10'],2020-01-10,,,,2020-01-10,2020,,,,
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,"2019-07-15-UCL_software_carpentry,2019-11-04-UCL_software_carpentry,2020-09-30-UCL","2019-07-15,2019-11-04,2020-09-30","{2019: 2, 2020: 1}","['Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)', 'Space sciences', 'Physics']",['swc-instructor'],['2020-01-15'],2020-01-15,,,,2020-01-15,2020,,,,
UK Atomic Energy Authority,UK ATOMIC ENERGY AUTHORITY,51.6588505,-1.2305024,United Kingdom,GB,South East,"2020-01-15-ukaea-swcarpentry,2020-05-29-ukaea-swcarpentry,2020-03-20-ukaea-swcarpentry","2020-01-15,2020-05-29,2020-03-20",{2020: 3},['Physics'],['swc-instructor'],['2019-11-23'],2019-11-23,,,,2019-11-23,2019,,,,
"Culham Centre for Fusion Energy, UKAEA",UK ATOMIC ENERGY AUTHORITY,51.6588505,-1.2305024,United Kingdom,GB,South East,"2020-01-15-ukaea-swcarpentry,2020-05-29-ukaea-swcarpentry,2020-03-20-ukaea-swcarpentry","2020-01-15,2020-05-29,2020-03-20",{2020: 3},"['Civil', ' mechanical', ' chemical', ' or nuclear engineering']",['swc-instructor'],['2020-01-10'],2020-01-10,,,,2020-01-10,2020,,,,
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,2020-02-18-UCL,2020-02-18,{2020: 1},['Mathematics/statistics'],['dc-instructor'],['2019-12-07'],,2019-12-07,,,2019-12-07,2019,,,,
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,2021-05-20-rslondon-python,2021-05-20,{2021: 1},"['Genetics', ' genomics', ' bioinformatics', 'Chemistry']",['swc-instructor'],['2019-12-07'],2019-12-07,,,,2019-12-07,2019,London Heathrow,LHR,51.4775,-0.46138900000000005
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,2019-09-25-UCL_software_carpentry,2019-09-25,{2019: 1},"['Education', 'Computer science/electrical engineering', 'Medicine', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2019-11-28'],2019-11-28,,,,2019-11-28,2019,,,,
Queen Mary University London,QUEEN MARY UNIVERSITY OF LONDON,51.523412,-0.040505,United Kingdom,GB,London,"2019-11-14-Imperial,2021-05-20-rslondon-python,2021-12-08-rslondon-python-online","2019-11-14,2021-05-20,2021-12-08","{2019: 1, 2021: 2}","['Computer science/electrical engineering', 'Physics']",['swc-instructor'],['2020-08-19'],2020-08-19,,,,2020-08-19,2020,,,,
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,,,,"['Genetics', ' genomics', ' bioinformatics', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Medicine']",['swc-instructor'],['2019-12-20'],2019-12-20,,,,2019-12-20,2019,London Heathrow,LHR,51.4775,-0.46138900000000005
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,2019-11-14-Imperial,2019-11-14,{2019: 1},"['Education', 'Civil', ' mechanical', ' chemical', ' or nuclear engineering', 'Mathematics/statistics', 'Physics']",['swc-instructor'],['2020-01-15'],2020-01-15,,,,2020-01-15,2020,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,"['Psychology/neuroscience', 'Education']",['dc-instructor'],['2019-12-20'],,2019-12-20,,,2019-12-20,2019,Leeds,LBA,53.865832999999995,-1.6605560000000001
Swansea University,SWANSEA UNIVERSITY,51.609621999999995,-3.9806489999999997,United Kingdom,GB,Wales,"2021-01-25-swansea,2021-04-26-swansea-online","2021-01-25,2021-04-26",{2021: 2},"['Computer science/electrical engineering', 'High performance computing', 'Chemistry', 'Physics']",['swc-instructor'],['2021-04-20'],2021-04-20,,,,2021-04-20,2021,,,,
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2020-01-21-edinburgh-swc,2020-04-16-sfc-online,2020-11-10-ssi-online,2021-03-01-ssi-online","2020-01-21,2020-04-16,2020-11-10,2021-03-01","{2020: 3, 2021: 1}","['High performance computing', 'Chemistry', 'Physics']",['dc-instructor'],['2020-08-13'],,2020-08-13,,,2020-08-13,2020,,,,
Newcastle University,NEWCASTLE UNIVERSITY,54.980327,-1.6157270000000001,United Kingdom,GB,North East,"2020-07-06-Genesis,2020-08-31-SA-ONLINE,2020-11-02-NWU-ONLINE,2020-10-26-NCL-SWC-ONLINE,2020-12-07-NCL-SWC-ONLINE,2021-02-08-NCL-ONLINE,2021-06-28-NICD-ONLINE,2021-09-06-CCZA_LC_2021,2021-07-26-sanger-online,2021-10-04-NCL,2021-10-25-ttt-NWU-Online,2021-10-25-NCL,2021-12-17-ITB-onlineteaching","2020-07-06,2020-08-31,2020-11-02,2020-10-26,2020-12-07,2021-02-08,2021-06-30,2021-09-06,2021-07-26,2021-10-04,2021-10-25,2021-10-25,2021-12-17","{2020: 5, 2021: 8}","['High performance computing', 'Computer science/electrical engineering', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2020-04-02'],2020-04-02,,,,2020-04-02,2020,Newcastle,NCL,55.0375,-1.6916669999999998
Newcastle University,NEWCASTLE UNIVERSITY,54.980327,-1.6157270000000001,United Kingdom,GB,North East,,,,"['Organismal biology (ecology', ' botany', ' zoology', ' microbiology)']",['dc-instructor'],['2020-06-24'],,2020-06-24,,,2020-06-24,2020,,,,
Cardiff University,CARDIFF UNIVERSITY,51.489093,-3.179907,United Kingdom,GB,Wales,,,,['Social sciences'],['swc-instructor'],['2020-10-01'],2020-10-01,,,,2020-10-01,2020,Bristol,BRS,51.3825,-2.718889
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,"['Chemistry', 'Physics', 'High performance computing']",['swc-instructor'],['2020-07-15'],2020-07-15,,,,2020-07-15,2020,,,,
MRC IGMM Cancer Research UK Edinburgh Centre - The University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2020-07-01-sfc-online,2020-06-16-sfc-online,2021-03-29-sfc-dc","2020-07-01,2020-06-16,2021-03-29","{2020: 2, 2021: 1}","['Mathematics/statistics', 'Psychology/neuroscience', 'Economics/business', 'Computer science/electrical engineering', 'Medicine', 'Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2020-08-11'],,2020-08-11,,,2020-08-11,2020,Edinburgh,EDI,55.95,-3.3725
"University of Edinburgh, School of Biological Sciences",UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2020-06-25-edinburgh-dc-genomics,2020-12-01-edinburgh-bio-online","2020-06-25,2020-12-01",{2020: 2},"['Genetics', ' genomics', ' bioinformatics', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)']",['dc-instructor'],['2020-09-22'],,2020-09-22,,,2020-09-22,2020,Edinburgh,EDI,55.95,-3.3725
"GeoSciences, Univ. of Edinburgh",UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,2021-05-07-edinburgh-geosciences-online,2021-05-07,{2021: 1},"['High performance computing', 'Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)']",['swc-instructor'],['2020-11-24'],2020-11-24,,,,2020-11-24,2020,Edinburgh,EDI,55.95,-3.3725
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,2021-05-07-edinburgh-geosciences-online,2021-05-07,{2021: 1},"['Computer science/electrical engineering', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)']",['dc-instructor'],['2020-09-16'],,2020-09-16,,,2020-09-16,2020,,,,
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,,,,"['Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2020-08-07'],2020-08-07,,,,2020-08-07,2020,,,,
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2020-02-12-edinburgh,2021-05-18-nhs-online,2021-03-04-edinburgh-library-carpentry","2020-02-12,2021-05-18,2021-03-04","{2020: 1, 2021: 2}","['Library and information science', 'Humanities']",['dc-instructor'],['2020-08-19'],,2020-08-19,,,2020-08-19,2020,,,,
University of Lancaster,UNIVERSITY OF LANCASTER,54.01048,-2.786905,United Kingdom,GB,North West,,,,"['Humanities', 'Mathematics/statistics', 'Psychology/neuroscience']",['swc-instructor'],['2020-08-11'],2020-08-11,,,,2020-08-11,2020,,,,
The University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,,,,"['Space sciences', 'Physics']",['swc-instructor'],['2020-07-20'],2020-07-20,,,,2020-07-20,2020,Manchester,MAN,53.353611,-2.274722
"MRC Human Genetics Unit, University of Edinburgh","MRC HUMAN GENETICS UNIT, UNIVERSITY OF EDINBURGH",,,United Kingdom,GB,Scotland,"2020-09-17-IGMM-swdc,2020-11-17-edinburgh-swc-online","2020-09-17,2020-11-17",{2020: 2},"['High performance computing', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2021-03-22'],2021-03-22,,,,2021-03-22,2021,Edinburgh,EDI,55.95,-3.3725
Newcastle University,NEWCASTLE UNIVERSITY,54.980327,-1.6157270000000001,United Kingdom,GB,North East,"2020-12-07-NCL-SWC-ONLINE,2021-02-08-NCL-ONLINE,2021-03-01-NCL-ONLINE,2021-06-28-NICD-ONLINE","2020-12-07,2021-02-08,2021-03-01,2021-06-30","{2020: 1, 2021: 3}",['Computer science/electrical engineering'],['swc-instructor'],['2020-10-22'],2020-10-22,,,,2020-10-22,2020,,,,
Newcastle University,NEWCASTLE UNIVERSITY,54.980327,-1.6157270000000001,United Kingdom,GB,North East,"2021-03-01-NCL-ONLINE,2021-04-26-NCL-ONLINE","2021-03-01,2021-04-26",{2021: 2},['Computer science/electrical engineering'],['swc-instructor'],['2021-04-02'],2021-04-02,,,,2021-04-02,2021,,,,
"Digital Research Service & Mathematical Science, The University of Nottingham","UNIVERSITY OF NOTTINGHAM, THE",52.94127099999999,-1.186477,United Kingdom,GB,East Midlands,,,,"['Education', 'Genetics', ' genomics', ' bioinformatics', 'Computer science/electrical engineering']",['swc-instructor'],['2020-09-22'],2020-09-22,,,,2020-09-22,2020,,,,
Newcastle University Digital Institute,NEWCASTLE UNIVERSITY,54.980327,-1.6157270000000001,United Kingdom,GB,North East,"2020-10-26-NCL-SWC-ONLINE,2020-12-07-NCL-SWC-ONLINE,2021-03-01-NCL-ONLINE,2021-06-28-NICD-ONLINE","2020-10-26,2020-12-07,2021-03-01,2021-06-30","{2020: 2, 2021: 2}",['Computer science/electrical engineering'],['swc-instructor'],['2020-10-16'],2020-10-16,,,,2020-10-16,2020,,,,
Newcastle University,NEWCASTLE UNIVERSITY,54.980327,-1.6157270000000001,United Kingdom,GB,North East,"2021-03-01-NCL-ONLINE,2021-04-26-NCL-ONLINE,2021-10-04-NCL","2021-03-01,2021-04-26,2021-10-04",{2021: 3},"['Education', 'Humanities']",['swc-instructor'],['2020-12-09'],2020-12-09,,,,2020-12-09,2020,,,,
Newcastle University,NEWCASTLE UNIVERSITY,54.980327,-1.6157270000000001,United Kingdom,GB,North East,2021-06-28-NICD-ONLINE,2021-06-30,{2021: 1},['Psychology/neuroscience'],['swc-instructor'],['2020-11-30'],2020-11-30,,,,2020-11-30,2020,,,,
Newcastle University,NEWCASTLE UNIVERSITY,54.980327,-1.6157270000000001,United Kingdom,GB,North East,"2021-02-08-NCL-ONLINE,2021-04-26-NCL-ONLINE,2021-06-28-NICD-ONLINE,2021-10-04-NCL,2021-10-25-NCL","2021-02-08,2021-04-26,2021-06-30,2021-10-04,2021-10-25",{2021: 5},"['Computer science/electrical engineering', 'Physics']",['swc-instructor'],['2020-10-13'],2020-10-13,,,,2020-10-13,2020,,,,
Newcastle University,NEWCASTLE UNIVERSITY,54.980327,-1.6157270000000001,United Kingdom,GB,North East,,,,"['Computer science/electrical engineering', 'High performance computing']",['swc-instructor'],['2020-12-02'],2020-12-02,,,,2020-12-02,2020,,,,
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,,,,['Medicine'],['dc-instructor'],['2020-11-24'],,2020-11-24,,,2020-11-24,2020,London Heathrow,LHR,51.4775,-0.46138900000000005
Cardiff University,CARDIFF UNIVERSITY,51.489093,-3.179907,United Kingdom,GB,Wales,2020-11-02-cardiff-online,2020-11-02,{2020: 1},"['High performance computing', 'Civil', ' mechanical', ' chemical', ' or nuclear engineering']",['swc-instructor'],['2020-10-01'],2020-10-01,,,,2020-10-01,2020,,,,
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2021-06-14-CRM,2021-07-12-CRM,2021-10-19-CRM,2021-11-23-CRM","2021-06-14,2021-07-12,2021-10-19,2021-11-23",{2021: 4},"['Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2020-09-28'],2020-09-28,,,,2020-09-28,2020,Edinburgh,EDI,55.95,-3.3725
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,,,,['Physics'],['swc-instructor'],['2021-05-17'],2021-05-17,,,,2021-05-17,2021,,,,
UK Atomic Energy Authority,UK ATOMIC ENERGY AUTHORITY,51.6588505,-1.2305024,United Kingdom,GB,South East,2020-10-19-ukaea-swcarpentry,2020-10-19,{2020: 1},"['Mathematics/statistics', 'Physics']",['swc-instructor'],['2021-04-26'],2021-04-26,,,,2021-04-26,2021,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,"2020-11-10-ssi-online,2021-03-01-ssi-online,2021-06-08-manchester-online","2020-11-10,2021-03-01,2021-06-08","{2020: 1, 2021: 2}","['Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)', 'High performance computing']",['swc-instructor'],['2021-10-14'],2021-10-14,,,,2021-10-14,2021,,,,
King's College London,KING'S COLLEGE LONDON,51.510734,-0.11691199999999999,United Kingdom,GB,London,,,,"['Genetics', ' genomics', ' bioinformatics', 'Psychology/neuroscience']",['swc-instructor'],['2020-11-30'],2020-11-30,,,,2020-11-30,2020,,,,
King's College London,KING'S COLLEGE LONDON,51.510734,-0.11691199999999999,United Kingdom,GB,London,2021-11-16-KCL,2021-11-16,{2021: 1},"['Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2021-01-20'],,2021-01-20,,,2021-01-20,2021,,,,
King's College London,KING'S COLLEGE LONDON,51.510734,-0.11691199999999999,United Kingdom,GB,London,,,,"['Genetics', ' genomics', ' bioinformatics', 'Psychology/neuroscience']",['swc-instructor'],['2020-11-16'],2020-11-16,,,,2020-11-16,2020,,,,
University of Westminster,UNIVERSITY OF WESTMINSTER,,,United Kingdom,GB,London,,,,"['Education', 'Computer science/electrical engineering']",['swc-instructor'],['2021-06-14'],2021-06-14,,,,2021-06-14,2021,London Heathrow,LHR,51.4775,-0.46138900000000005
Durham University,DURHAM UNIVERSITY,,,United Kingdom,GB,,,,,,['dc-instructor'],['2021-05-24'],,2021-05-24,,,2021-05-24,2021,,,,
The Alan Turing Institute,THE ALAN TURING INSTITUTE,51.530126,-0.127673,United Kingdom,GB,London,,,,"['Physics', 'Mathematics/statistics']",['swc-instructor'],['2020-11-24'],2020-11-24,,,,2020-11-24,2020,,,,
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,,,,"['Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2021-01-11'],2021-01-11,,,,2021-01-11,2021,,,,
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,,,Scotland,,,,"['Genetics', ' genomics', ' bioinformatics', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)']",['swc-instructor'],['2021-05-24'],2021-05-24,,,,2021-05-24,2021,Edinburgh,EDI,55.95,-3.3725
The Alan Turing Institute,THE ALAN TURING INSTITUTE,51.530126,-0.127673,United Kingdom,GB,London,,,,"['Mathematics/statistics', 'Computer science/electrical engineering']",['swc-instructor'],['2021-03-01'],2021-03-01,,,,2021-03-01,2021,,,,
The Alan Turing Institute,THE ALAN TURING INSTITUTE,51.530126,-0.127673,United Kingdom,GB,London,,,,"['Physics', 'Mathematics/statistics']",['swc-instructor'],['2021-04-20'],2021-04-20,,,,2021-04-20,2021,London Heathrow,LHR,51.4775,-0.46138900000000005
Northeastern University,NORTHEASTERN UNIVERSITY,,,United Kingdom,GB,,2021-03-04-edinburgh-library-carpentry,2021-03-04,{2021: 1},"['Library and information science', 'Humanities']",['lc-instructor'],['2021-03-01'],,,2021-03-01,,2021-03-01,2021,,,,
Department of Plant Sciences - University of Cambridge,DEPARTMENT OF PLANT SCIENCES - UNIVERSITY OF CAMBRIDGE,,,United Kingdom,GB,,,,,"['High performance computing', 'Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2021-06-01'],,2021-06-01,,,2021-06-01,2021,,,,
University of Cambridge,UNIVERSITY OF CAMBRIDGE,52.205317,0.11664200000000001,United Kingdom,GB,Eastern,2021-09-09-italia-online,2021-09-09,{2021: 1},"['Genetics', ' genomics', ' bioinformatics', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)']",['swc-instructor'],['2021-03-11'],2021-03-11,,,,2021-03-11,2021,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,"['Medicine', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2021-03-01'],2021-03-01,,,,2021-03-01,2021,,,,
University of Nottingham,UNIVERSITY OF NOTTINGHAM,,,United Kingdom,GB,,,,,"['Computer science/electrical engineering', 'Chemistry', 'High performance computing']",['swc-instructor'],['2021-03-01'],2021-03-01,,,,2021-03-01,2021,,,,
University of St Andrews,UNIVERSITY OF ST ANDREWS,56.341205,-2.793016,United Kingdom,GB,Scotland,2021-11-29-standrews,2021-11-29,{2021: 1},"['Mathematics/statistics', 'Physics']",['swc-instructor'],['2021-02-17'],2021-02-17,,,,2021-02-17,2021,RAF Leuchars Airport,ADX,56.3728981,-2.8684399
Weatheritt Lab at the Garvan Institute and EMBL Australia,WEATHERITT LAB AT THE GARVAN INSTITUTE AND EMBL AUSTRALIA,,,United Kingdom,GB,London,,,,"['Mathematics/statistics', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Genetics', ' genomics', ' bioinformatics', 'High performance computing']",['dc-instructor'],['2021-04-21'],,2021-04-21,,,2021-04-21,2021,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,,,,['Medicine'],['swc-instructor'],['2021-06-07'],2021-06-07,,,,2021-06-07,2021,,,,
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,,,,"['Mathematics/statistics', 'Medicine', 'Education', 'High performance computing']",['swc-instructor'],['2021-05-24'],2021-05-24,,,,2021-05-24,2021,,,,
Univeristy of East Anglia,UNIVERISTY OF EAST ANGLIA,,,United Kingdom,GB,Eastern,,,,"['Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)']",['swc-instructor'],['2021-04-07'],2021-04-07,,,,2021-04-07,2021,Norwich,NWI,52.675833,1.282778
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,"['Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2021-05-24'],2021-05-24,,,,2021-05-24,2021,London Heathrow,LHR,51.4775,-0.46138900000000005
Pharmatelligence,PHARMATELLIGENCE,,,United Kingdom,GB,,,,,"['Medicine', 'Education', 'Social sciences']",['swc-instructor'],['2021-03-29'],2021-03-29,,,,2021-03-29,2021,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,"['Organismal biology (ecology', ' botany', ' zoology', ' microbiology)']",['swc-instructor'],['2021-05-26'],2021-05-26,,,,2021-05-26,2021,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Hertfordshire,UNIVERSITY OF HERTFORDSHIRE,51.752882,-0.24215,United Kingdom,GB,Eastern,,,,"['High performance computing', 'Physics', 'Mathematics/statistics', 'Space sciences']",['swc-instructor'],['2021-04-26'],2021-04-26,,,,2021-04-26,2021,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,,,,"['Genetics', ' genomics', ' bioinformatics', 'Mathematics/statistics']",['swc-instructor'],['2021-04-20'],2021-04-20,,,,2021-04-20,2021,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,"['Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Genetics', ' genomics', ' bioinformatics', 'Education']",['dc-instructor'],['2021-04-12'],,2021-04-12,,,2021-04-12,2021,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,2021-12-07-oxford-online,2021-12-07,{2021: 1},"['Computer science/electrical engineering', 'Social sciences']",['swc-instructor'],['2021-07-06'],2021-07-06,,,,2021-07-06,2021,,,,
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,,,,"['Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2021-05-24'],,2021-05-24,,,2021-05-24,2021,,,,
University of Bristol,UNIVERSITY OF BRISTOL,51.459064,-2.6032919999999997,United Kingdom,GB,South West,,,,"['Physics', 'Civil', ' mechanical', ' chemical', ' or nuclear engineering', 'Mathematics/statistics']",['swc-instructor'],['2021-05-17'],2021-05-17,,,,2021-05-17,2021,,,,
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,,,,"['Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)', 'Physics', 'Computer science/electrical engineering', 'Mathematics/statistics', 'High performance computing', 'Space sciences']",['swc-instructor'],['2021-09-07'],2021-09-07,,,,2021-09-07,2021,,,,
2i2c - The International Interactive Computing Collaboration,2I2C - THE INTERNATIONAL INTERACTIVE COMPUTING COLLABORATION,,,United Kingdom,GB,,,,,"['Mathematics/statistics', 'Space sciences', 'Physics']",['swc-instructor'],['2021-06-09'],2021-06-09,,,,2021-06-09,2021,,,,
University of Leeds,UNIVERSITY OF LEEDS,53.808493999999996,-1.552797,United Kingdom,GB,Yorkshire and The Humber,"2021-06-24-rice-online,2021-06-08-manchester-online,2021-09-20-uib-online,2021-08-31-mdc_berlin-online,2021-10-11-tudelft-online","2021-06-24,2021-06-08,2021-09-20,2021-08-31,2021-10-11",{2021: 5},"['Chemistry', 'Physics']",['swc-instructor'],['2021-04-07'],2021-04-07,,,,2021-04-07,2021,Manchester,MAN,53.353611,-2.274722
University of Oxofrd,UNIVERSITY OF OXOFRD,,,United Kingdom,GB,,2021-12-07-oxford-online,2021-12-07,{2021: 1},"['High performance computing', 'Physics']",['swc-instructor'],['2021-06-21'],2021-06-21,,,,2021-06-21,2021,,,,
"School of Biological Sciences, University of Edinburgh","SCHOOL OF BIOLOGICAL SCIENCES, UNIVERSITY OF EDINBURGH",,,United Kingdom,GB,,,,,"['Computer science/electrical engineering', 'Chemistry']",['swc-instructor'],['2021-04-12'],2021-04-12,,,,2021-04-12,2021,,,,
"Cambridge University and National Centre for Atmospheric Science, UK","CAMBRIDGE UNIVERSITY AND NATIONAL CENTRE FOR ATMOSPHERIC SCIENCE, UK",,,United Kingdom,GB,,,,,"['Chemistry', 'Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)']",['swc-instructor'],['2021-06-01'],2021-06-01,,,,2021-06-01,2021,,,,
University of Reading,UNIVERSITY OF READING,51.440564,-0.9470879999999999,United Kingdom,GB,South East,,,,"['Education', 'Social sciences', 'Computer science/electrical engineering', 'Mathematics/statistics', 'Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2021-06-02'],,2021-06-02,,,2021-06-02,2021,London Heathrow,LHR,51.4775,-0.46138900000000005
Univerity of Reading,UNIVERITY OF READING,,,United Kingdom,GB,,2021-07-27-Reading-R-Git-Bash,2021-07-27,{2021: 1},['Psychology/neuroscience'],['dc-instructor'],['2021-07-21'],,2021-07-21,,,2021-07-21,2021,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,2021-11-29-oxford-online,2021-11-29,{2021: 1},['Computer science/electrical engineering'],['swc-instructor'],['2021-10-26'],2021-10-26,,,,2021-10-26,2021,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,2021-11-29-oxford-online,2021-11-29,{2021: 1},"['Mathematics/statistics', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2021-06-23'],2021-06-23,,,,2021-06-23,2021,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,['Psychology/neuroscience'],['dc-instructor'],['2021-05-17'],,2021-05-17,,,2021-05-17,2021,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,['Medicine'],['swc-instructor'],['2021-05-17'],2021-05-17,,,,2021-05-17,2021,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,['Medicine'],['swc-instructor'],['2021-06-09'],2021-06-09,,,,2021-06-09,2021,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,2021-11-29-oxford-online,2021-11-29,{2021: 1},"['Genetics', ' genomics', ' bioinformatics', 'High performance computing']",['swc-instructor'],['2021-06-09'],2021-06-09,,,,2021-06-09,2021,,,,
"Bodleian Libraries, Oxford University","BODLEIAN LIBRARIES, OXFORD UNIVERSITY",,,United Kingdom,GB,,,,,['Library and information science'],['lc-instructor'],['2021-07-19'],,,2021-07-19,,2021-07-19,2021,,,,
freelance,FREELANCE,,,United Kingdom,GB,London,,,,['Education'],['dc-instructor'],['2021-06-21'],,2021-06-21,,,2021-06-21,2021,London Heathrow,LHR,51.4775,-0.46138900000000005
Newcastle University,NEWCASTLE UNIVERSITY,54.980327,-1.6157270000000001,United Kingdom,GB,North East,2021-06-28-NICD-ONLINE,2021-06-30,{2021: 1},['Computer science/electrical engineering'],['swc-instructor'],['2021-08-30'],2021-08-30,,,,2021-08-30,2021,,,,
Research Associate,RESEARCH ASSOCIATE,,,United Kingdom,GB,South West,2021-12-13-EChPHG-R-online,2021-12-13,{2021: 1},['Chemistry'],['dc-instructor'],['2021-08-11'],,2021-08-11,,,2021-08-11,2021,Bristol,BRS,51.3825,-2.718889
